"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"CYS4","YGR155W","CYS4",3,3,3,7.3,56.021,507,NA,23.3459747514119,NA,22.4413910690023,NA,NA,NA,NA,NA,NA,NA,23.8321103093765,23.3459747514119,21.7761154136024,22.4413910690023,21.1630742133045,21.1652548520398,21.2266076628992,21.6376489496305,21.6261542771936,21.9245363715886,20.5919183553859,22.8488978858483,21.1849789094145,21.4450644884497,2,0,0,0.0360152014627627,0.440036746535718,1.44351415151282,0.356511054988064,1.66391897643377,-0.260085579035145,TRUE,NA
"NSR1","YGR159C","NSR1",3,3,3,9.9,44.535,414,NA,NA,NA,NA,NA,NA,NA,22.8210615812926,23.1832119279192,22.9515017233785,22.7399948098288,23.771497067398,21.5532372855149,21.5688665801158,21.3753853714594,21.2136677354173,20.9254000156401,21.1091525936352,22.8210615812926,23.1832119279192,22.9515017233785,22.7399948098288,22.067246576122,21.0827401148975,22.9239425106048,0,0,4,0.182106899070558,3.05348816947504e-05,0.739673600764569,4.51520375830825,0.984506461224498,-1.84120239570727,NA,FALSE
"RNR4","YGR180C","RNR4",5,5,5,18.8,40.054,345,NA,24.0634872481867,23.7439641080823,23.384427534038,23.4096343621005,23.5101450540922,23.7839669896107,22.9320373690366,23.4526193062251,NA,NA,23.726811915936,24.0634872481867,23.7439641080823,23.384427534038,23.4096343621005,23.5101450540922,23.7839669896107,22.9320373690366,23.4526193062251,21.306715769316,20.4643832343112,23.7296727015608,23.5679154686012,22.0389389197222,3,3,2,0.405600875059658,0.114147370994858,0.391901116709309,0.942534086587887,0.161757232959598,1.52897654887892,FALSE,FALSE
"TDH3","YGR192C","TDH3",12,12,4,60.2,35.746,332,28.4292208495918,30.5516967340393,28.8630743511939,28.6857545908857,27.5068809000116,28.2614097458548,27.8740830746634,27.5230535156683,28.0995887578858,28.5956602475009,27.3689461372293,28.4292208495918,30.5516967340393,28.8630743511939,28.6857545908857,27.5068809000116,28.2614097458548,27.8740830746634,27.5230535156683,28.0995887578858,28.5956602475009,27.3689461372293,29.1324366314277,27.8807912401766,27.8968121645711,4,3,4,0.0753923543872983,0.96581176265677,1.12267269412713,0.0151075096150887,1.25164539125108,-0.0160209243944749,FALSE,FALSE
"ZUO1","YGR285C","ZUO1",2,2,2,5.3,49.019,433,NA,24.0338067632549,NA,21.4332879459043,20.8615110231387,NA,20.8260953395816,NA,NA,NA,NA,23.8579627490844,24.0338067632549,21.5557982171692,21.4332879459043,20.8615110231387,21.0797755637597,20.8260953395816,21.4258010554306,21.7538779141506,21.6629390748786,20.6511900807538,22.7202139188532,20.92246064216,21.3734520313034,2,2,0,0.0841407246162341,0.169603349536644,1.07499375217787,0.77056557501022,1.79775327669319,-0.450991389143386,FALSE,FALSE
"RPS20","YHL015W","RPS20",10,10,10,80.2,13.907,121,27.2041517021302,27.148896237599,27.5230535156683,27.4034063317465,29.0308374699099,28.4930474608252,28.9657897880964,28.8664093813625,28.4465587109271,28.15899198012,28.4933911005565,27.2041517021302,27.148896237599,27.5230535156683,27.4034063317465,29.0308374699099,28.4930474608252,28.9657897880964,28.8664093813625,28.4465587109271,28.15899198012,28.4933911005565,27.319876946786,28.8298915729438,28.4913377932415,4,3,4,0.00393246741374992,0.197140901566196,2.4053348674554,0.70522326165835,-1.51001462615784,0.338553779702305,FALSE,FALSE
"RPL8A","YHL033C","RPL8A",16,4,4,67.6,28.124,256,NA,22.8736138292402,NA,NA,24.9095811042609,24.0726743297543,24.1660698898864,24.901501844022,23.7869603409319,23.383636799548,24.4110578403027,23.7657227825105,22.8736138292402,21.6707317578465,21.793150235206,24.9095811042609,24.0726743297543,24.1660698898864,24.901501844022,23.7869603409319,23.383636799548,24.4110578403027,22.5258046512008,24.3827751079672,24.1207892062012,1,3,4,0.0253981392995875,0.566541525078585,1.59519809918801,0.246768252699856,-1.85697045676636,0.261985901766018,FALSE,FALSE
"SBP1","YHL034C","SBP1",2,2,2,13.6,32.989,294,NA,23.9968823720252,23.5375369281656,NA,NA,NA,NA,NA,NA,NA,NA,23.8200311218037,23.9968823720252,23.5375369281656,21.336677422065,21.3346046308875,20.9910686188177,21.2902772412836,21.665095779223,21.5228845849954,21.6108609347499,20.668595130292,23.1727819610149,21.2053168303296,21.3668591073151,2,0,0,0.048115622087396,0.56450456551018,1.31771389483553,0.24833254130702,1.96746513068525,-0.161542276985433,FALSE,NA
"RPL27A","YHR010W;YDR471W","RPL27A",8,8,8,72.1,15.531,136,23.8417255731596,26.4879060123325,26.4660971288332,26.2922664393044,28.5664522060996,28.1494778131407,28.1380945852016,27.7815052973103,27.2435438837853,27.1483144275195,28.1679655151009,23.8417255731596,26.4879060123325,26.4660971288332,26.2922664393044,28.5664522060996,28.1494778131407,28.1380945852016,27.7815052973103,27.2435438837853,27.1483144275195,28.1679655151009,25.7719987884074,28.2846748681473,27.585332280929,4,3,4,0.0271884634846682,0.0572241606248724,1.56561533522182,1.2424205689227,-2.51267607973984,0.699342587218293,FALSE,FALSE
"RPS27A","YKL156W;YHR021C","RPS27A",3,3,3,50,8.8793,82,24.9808508178924,24.9792378207155,25.3025697608658,25.1764936737014,27.1682525138832,26.8883222319962,27.0957715706183,26.6604414325876,25.91545143678,25.8552882480736,26.298397823625,24.9808508178924,24.9792378207155,25.3025697608658,25.1764936737014,27.1682525138832,26.8883222319962,27.0957715706183,26.6604414325876,25.91545143678,25.8552882480736,26.298397823625,25.1097880182938,27.0507821054992,26.1823947352665,4,3,4,2.3036733090599e-05,0.0127748985266357,4.63757910950765,1.89364254086035,-1.94099408720545,0.868387370232671,FALSE,FALSE
"RPN1","YHR027C","RPN1",4,4,4,5.1,109.49,993,NA,22.9286260794979,NA,22.749703330135,22.6849377713838,22.5971205192464,22.8901514432911,23.0173841008252,22.6581818401306,NA,22.5841927303617,23.8564453257486,22.9286260794979,21.9276189413501,22.749703330135,22.6849377713838,22.5971205192464,22.8901514432911,23.0173841008252,22.6581818401306,21.449218747712,22.5841927303617,22.8655984191829,22.7240699113071,22.4272443547574,2,3,3,0.748040701039698,0.452647067678934,0.126074771445624,0.344240288714414,0.141528507875815,0.296825556549734,FALSE,FALSE
"YHR112C","YHR112C","YHR112C",5,5,5,16.9,42.445,378,NA,23.9184345416533,NA,24.0703830382265,23.0103833177402,22.9953993596129,23.0740800352405,23.7888529228153,24.1580000300316,24.0990870730594,23.7221321101787,23.7670122052079,23.9184345416533,21.6644521405256,24.0703830382265,23.0103833177402,22.9953993596129,23.0740800352405,23.7888529228153,24.1580000300316,24.0990870730594,23.7221321101787,23.3550704814033,23.0266209041979,23.9420180340212,2,3,4,0.603170147291993,0.0026977868380347,0.219560161148871,2.56899236849752,0.328449577205436,-0.915397129823372,FALSE,FALSE
"LSM12","YHR121W","LSM12",2,2,2,12.8,21.313,187,NA,NA,NA,NA,22.4429100952452,NA,22.4562591494874,NA,21.8560485616832,NA,NA,23.8015079206549,21.4289935535826,21.6089866769469,21.6360347642216,22.4429100952452,20.8255906854092,22.4562591494874,21.3671179644386,21.8560485616832,21.5463309474305,20.6180139847497,22.1188807288515,21.9082533100473,21.3468778645755,0,2,1,0.798421715273123,0.420910097828206,0.0977676597278991,0.375810655201218,0.210627418804204,0.561375445471786,FALSE,FALSE
"RPL42A","YNL162W;YHR141C","RPL42A",4,4,4,31.1,12.211,106,NA,NA,NA,NA,26.3840486945085,25.8188257468224,25.911868120118,26.1586164675952,25.4275834427619,24.7807171683527,25.5207627744505,23.7652978369288,21.6808673434886,21.8879182605309,21.7595014114605,26.3840486945085,25.8188257468224,25.911868120118,26.1586164675952,25.4275834427619,24.7807171683527,25.5207627744505,22.2733962131022,26.038247520483,25.4719199632901,0,3,4,0.0027539618468307,0.152175328115937,2.56004208071877,0.817655753161041,-3.76485130738075,0.566327557192874,FALSE,FALSE
"ENO2","YHR174W","ENO2",14,14,8,49,46.914,437,28.3194566523132,29.8469699575846,28.579746365049,28.6246372937315,26.7520028534002,27.9136494790879,26.9866340418893,27.1808242692608,27.8448768847628,28.5246608505435,27.0332816695127,28.3194566523132,29.8469699575846,28.579746365049,28.6246372937315,26.7520028534002,27.9136494790879,26.9866340418893,27.1808242692608,27.8448768847628,28.5246608505435,27.0332816695127,28.8427025671696,27.2174287914591,27.6459109185199,4,3,4,0.0233491869721545,0.426416508219512,1.63172823713874,0.370165990449917,1.62527377571043,-0.428482127060811,TRUE,FALSE
"RPS4A","YJR145C;YHR203C","RPS4A",10,10,10,57.1,29.41,261,NA,24.2390699560624,23.0160580942604,23.1227679739277,28.4862725250568,27.8586946533347,28.3083017381764,28.6772428933263,28.2535417477271,27.458341650003,28.341129224307,23.7422074399516,24.2390699560624,23.0160580942604,23.1227679739277,28.4862725250568,27.8586946533347,28.3083017381764,28.6772428933263,28.2535417477271,27.458341650003,28.341129224307,23.5300258660505,28.2177563055226,28.1825638788409,3,3,4,4.89204459244144e-05,0.916388405846736,4.31050959289434,0.0379204141450561,-4.68773043947212,0.0351924266817818,FALSE,FALSE
"MMF1","YIL051C","MMF1",3,3,3,24.1,15.908,145,NA,NA,NA,NA,22.4218306181147,22.7234243061671,22.4124023837746,NA,NA,NA,NA,23.8080895009082,21.3152886752681,21.737064891115,21.3221898177139,22.4218306181147,22.7234243061671,22.4124023837746,21.5870560897227,21.4957057394624,21.7031769256515,20.778657239324,22.0456582212513,22.5192191026855,21.3911489985401,0,3,0,0.487586756999955,0.00712248139294202,0.311948098459618,2.14736867665544,-0.473560881434175,1.12807010414533,FALSE,TRUE
"RPL34B","YIL052C","RPL34B",4,4,1,53.7,13.641,121,NA,NA,NA,NA,26.5492196887515,26.1617523650775,26.0904912492802,26.4284303339291,25.9882604691491,25.0130786374451,26.0606248592337,23.8199944015449,21.5243054758984,21.6812301399095,21.6328083816657,26.5492196887515,26.1617523650775,26.0904912492802,26.4284303339291,25.9882604691491,25.0130786374451,26.0606248592337,22.1645845997546,26.2671544343697,25.8725985749392,0,3,4,0.00364980654366186,0.300643074413126,2.43773015451524,0.521948796071953,-4.10256983461511,0.394555859430501,FALSE,FALSE
"GPP1","YIL053W;YER062C","GPP1",5,5,5,26.8,27.947,250,NA,24.8724870171229,24.1653032736609,23.6864560714876,22.9608800941095,23.3192068282768,NA,23.475559288989,23.7173283437512,24.129119476744,23.176805606943,23.7938833485179,24.8724870171229,24.1653032736609,23.6864560714876,22.9608800941095,23.3192068282768,21.1065295688723,23.475559288989,23.7173283437512,24.129119476744,23.176805606943,24.1295324276973,22.4622054970862,23.6247031791068,3,2,4,0.121337153059038,0.22671426809001,0.91600619915013,0.644521147020519,1.66732693061111,-1.16249768202059,FALSE,FALSE
"RPN2","YIL075C","RPN2",3,3,3,4.1,104.23,945,NA,NA,NA,NA,NA,NA,NA,21.2564367642115,NA,NA,21.5335502691568,23.7846244027548,21.5462764351013,21.5942662228778,21.4953275718724,21.1314374414196,20.9657779705148,21.0605523045715,21.2564367642115,21.6148367049656,21.6888882161214,21.5335502691568,22.1051236581516,21.0525892388353,21.5234279886138,0,0,2,0.156609754913632,0.00950221423187905,0.805181190086394,2.02217518243354,1.05253441931627,-0.470838749778512,NA,FALSE
"RSM25","YIL093C","RSM25",3,3,3,15.2,30.513,264,NA,23.1540640366262,23.3447564304042,NA,22.850984932369,22.8486947579999,23.0068615871118,NA,22.9450486952126,23.0660031041554,22.7066823392994,23.8496767853503,23.1540640366262,23.3447564304042,21.5977363135543,22.850984932369,22.8486947579999,23.0068615871118,21.6258728611746,22.9450486952126,23.0660031041554,22.7066823392994,22.9865583914838,22.9021804258269,22.5859017499605,2,3,3,0.873616865580621,0.408907530266589,0.0586789903010886,0.388374891590164,0.0843779656568806,0.316278675866386,FALSE,FALSE
"LYS12","YIL094C","LYS12",5,5,5,16.2,40.068,371,NA,23.9355305354766,23.8646690442555,23.6515186143927,23.7751504924782,23.5242049979308,23.6256687161239,23.5944576487304,22.9616927307793,NA,23.4671239027235,23.7986915202908,23.9355305354766,23.8646690442555,23.6515186143927,23.7751504924782,23.5242049979308,23.6256687161239,23.5944576487304,22.9616927307793,21.7921800258509,23.4671239027235,23.8126024286039,23.6416747355109,22.953863577021,3,3,3,0.139960947967962,0.192297328205674,0.853993124663977,0.716026749841569,0.170927693092978,0.687811158489918,FALSE,FALSE
"RPL16A","YIL133C","RPL16A",11,11,7,57.3,22.201,199,25.9382032127184,26.0760432774382,26.2299519549134,26.10097250347,27.6119632586504,27.3310814935071,27.6395488239178,27.6548540741018,27.2764858120566,26.8147005849815,27.2636498864261,25.9382032127184,26.0760432774382,26.2299519549134,26.10097250347,27.6119632586504,27.3310814935071,27.6395488239178,27.6548540741018,27.2764858120566,26.8147005849815,27.2636498864261,26.086292737135,27.5275311920251,27.2524225893915,4,3,4,0.000553345361376931,0.228877424475627,3.2570037263371,0.640397042227944,-1.44123845489013,0.275108602633615,FALSE,FALSE
"CCT8","YJL008C","CCT8",2,2,2,5.6,61.662,568,NA,24.6229352289653,24.283196898427,NA,23.7492941420047,23.6793855982358,NA,NA,23.5550843108147,NA,NA,23.8486573214898,24.6229352289653,24.283196898427,21.5748304728138,23.7492941420047,23.6793855982358,21.2541947331795,21.6034881943346,23.5550843108147,21.4609913458995,21.0982255129604,23.582404980424,22.89429149114,21.9294473410023,2,2,1,0.552566650864883,0.388375233111645,0.257615329666352,0.410748473063469,0.688113489283939,0.964844150137708,FALSE,FALSE
"RNR2","YJL026W","RNR2",3,3,3,8.3,46.147,399,24.0266490612256,24.5407325294643,24.2427810239592,24.0453524010545,24.0441019068782,NA,23.9980883507539,NA,NA,NA,NA,24.0266490612256,24.5407325294643,24.2427810239592,24.0453524010545,24.0441019068782,20.6799759701154,23.9980883507539,21.4785384753761,21.385485152413,21.7315938323279,20.1909112908529,24.2138787539259,22.9073887425825,21.1966321877425,4,2,0,0.361435629641901,0.260410382649517,0.441969037734805,0.584341704291628,1.30649001134339,1.71075655484001,FALSE,FALSE
"KAR2","YJL034W","KAR2",32,32,31,56.6,74.467,682,31.7593479065822,31.8807751818298,32.462169983841,32.1666852837204,31.291427919612,31.2842741362041,31.57158750178,31.4758085757658,31.5949932492115,31.7784692624982,31.4236721118034,31.7593479065822,31.8807751818298,32.462169983841,32.1666852837204,31.291427919612,31.2842741362041,31.57158750178,31.4758085757658,31.5949932492115,31.7784692624982,31.4236721118034,32.0672445889934,31.382429852532,31.5682357998197,4,3,4,0.0153346272908187,0.20011019955074,1.81432677511077,0.698730774953422,0.684814736461348,-0.185805947287722,FALSE,FALSE
"SCP160","YJL080C","SCP160",5,5,5,4.7,134.81,1222,NA,23.7620267328653,NA,23.1785998148725,NA,NA,NA,NA,NA,NA,NA,23.7244632601601,23.7620267328653,21.6822881644891,23.1785998148725,21.0202032824012,21.1934148210484,21.3999811170646,21.651143314571,21.5014435728104,21.6738760816475,20.252160179403,23.0868444930967,21.2045330735047,21.269655787108,2,0,0,0.027615367255702,0.865641129277762,1.55884917673637,0.0626621170780493,1.88231141959198,-0.0651227136032517,TRUE,NA
"URA2","YJL130C;YJR109C","URA2",23,23,23,14.1,245.04,2214,24.2856680530885,27.3958284069613,26.8941175922472,26.4936735874743,25.9947263279845,25.9294254779034,26.0241565932212,26.0381890855651,26.1449547371923,26.0515886649402,25.8291236423889,24.2856680530885,27.3958284069613,26.8941175922472,26.4936735874743,25.9947263279845,25.9294254779034,26.0241565932212,26.0381890855651,26.1449547371923,26.0515886649402,25.8291236423889,26.2673219099428,25.9827694663697,26.0159640325216,4,3,4,0.706246047901228,0.67014582527732,0.15104396944435,0.173830683534601,0.284552443573148,-0.03319456615192,FALSE,FALSE
"RPS21A","YKR057W;YJL136C","RPS21A",3,3,3,35.6,9.7457,87,NA,21.7651468632302,NA,NA,24.5111107942611,24.3327894314844,24.77183036574,24.2838327425825,23.7120886523634,23.4662527476152,23.6971033156872,23.8081435303531,21.7651468632302,21.5611439931696,21.5111120396823,24.5111107942611,24.3327894314844,24.77183036574,24.2838327425825,23.7120886523634,23.4662527476152,23.6971033156872,22.1613866066088,24.5385768638285,23.7898193645621,1,3,4,0.0202043677389509,0.0181401843568743,1.69455473550993,1.74135830356223,-2.37719025721972,0.74875749926645,FALSE,FALSE
"TIF1","YKR059W;YJL138C","TIF1",6,6,6,26.3,44.697,395,NA,26.7078041841518,25.6834339353779,25.5382180663364,24.5465728109592,24.2401624379084,24.47184387349,NA,24.1618484505831,NA,NA,23.839517627479,26.7078041841518,25.6834339353779,25.5382180663364,24.5465728109592,24.2401624379084,24.47184387349,21.5974025078251,24.1618484505831,21.6055198444542,20.7265857722847,25.4422434533363,24.4195263741192,22.0228391437868,3,3,1,0.183385133400583,0.0471274588780984,0.736635874466381,1.3267259768534,1.02271707921704,2.39668723033243,FALSE,FALSE
"RPL17A","YKL180W;YJL177W","RPL17A",5,5,5,39.1,20.549,184,24.8920339434267,26.1717683945076,24.9170689996291,24.2912302916581,28.4989162656084,28.1079412130275,28.2708841417375,28.1849433495102,27.7429111490645,27.6850527690375,27.9332582377284,24.8920339434267,26.1717683945076,24.9170689996291,24.2912302916581,28.4989162656084,28.1079412130275,28.2708841417375,28.1849433495102,27.7429111490645,27.6850527690375,27.9332582377284,25.0680254073054,28.2925805401245,27.8865413763352,4,3,4,0.00249460781612988,0.0540209590197489,2.60299772125441,1.26743771016545,-3.22455513281909,0.406039163789291,FALSE,FALSE
"TDH2","YJR009C;YJL052W","TDH2",11,3,3,57.8,35.846,332,NA,25.589637203911,24.0015284597839,NA,NA,NA,22.8663492420212,NA,NA,NA,NA,23.7849157309555,25.589637203911,24.0015284597839,21.3756678802434,21.1385376514377,21.1585182932557,22.8663492420212,21.402985522799,21.4428194508647,21.7004403162315,20.9509141752384,23.6879373187235,21.7211350622382,21.3742898662834,2,1,0,0.119769302597327,0.6111991276207,0.921654479283372,0.213817274310944,1.96680225648529,0.346845195954799,FALSE,NA
"SSC1","YJR045C;YEL030W","SSC1",11,11,11,25.1,70.627,654,25.7373253370163,26.2799957619116,26.3959427788396,25.9647272361052,24.9688189922157,25.2094045775093,25.4306490670932,25.427519506267,25.0054744707992,25.4193443033281,24.8549554848289,25.7373253370163,26.2799957619116,26.3959427788396,25.9647272361052,24.9688189922157,25.2094045775093,25.4306490670932,25.427519506267,25.0054744707992,25.4193443033281,24.8549554848289,26.0944977784682,25.2029575456061,25.1768234413058,4,3,4,0.00685994903510165,0.899948464741464,2.16367911080292,0.0457823595820392,0.891540232862081,0.0261341043002936,FALSE,FALSE
"CCT5","YJR064W","CCT5",11,11,11,24,61.913,562,24.5930901651769,25.397967293511,25.117157646601,24.9601819210596,24.2696363668668,24.4030161857016,24.101012592252,24.2028448285001,24.4908768218647,24.2630588271635,23.7211935005841,24.5930901651769,25.397967293511,25.117157646601,24.9601819210596,24.2696363668668,24.4030161857016,24.101012592252,24.2028448285001,24.4908768218647,24.2630588271635,23.7211935005841,25.0170992565871,24.2578883816068,24.1694934945281,4,3,4,0.0134189102240169,0.653462561909143,1.87228275264047,0.184779288912851,0.759210874980361,0.0883948870786675,FALSE,FALSE
"FIP1","YJR093C","FIP1",4,4,4,22.6,35.777,327,NA,24.2185975266551,24.3873231915104,24.014441438388,23.8564285682812,24.0460188883521,NA,NA,NA,NA,NA,23.7486377849128,24.2185975266551,24.3873231915104,24.014441438388,23.8564285682812,24.0460188883521,21.2333023056168,21.5444856903084,21.7296824686129,21.5940091975531,20.6374271935391,24.0922499853666,23.04524992075,21.3764011375034,3,2,0,0.367775166211707,0.201311870412702,0.434417599571414,0.696130616056498,1.04700006461656,1.66884878324662,FALSE,FALSE
"RPS5","YJR123W","RPS5",7,7,7,30.7,25.038,225,28.4932001997,28.2118753757779,28.884833808339,28.3514866240742,30.2302039760584,29.4966135101158,29.8206313671752,29.6380991218623,29.3274453978706,29.3007078444636,29.2880425484557,28.4932001997,28.2118753757779,28.884833808339,28.3514866240742,30.2302039760584,29.4966135101158,29.8206313671752,29.6380991218623,29.3274453978706,29.3007078444636,29.2880425484557,28.4853490019728,29.8491496177831,29.3885737281631,4,3,4,0.00721499438336229,0.149669281411312,2.14176400265444,0.82486732646076,-1.36380061581035,0.460575889620053,FALSE,FALSE
"RPL14A","YKL006W;YHL001W","RPL14A",6,6,6,37.7,15.167,138,NA,NA,NA,NA,27.7272186465952,27.8153726431574,27.9860372255197,27.2387238309412,27.2759532557417,26.9716938712898,27.3711085999346,23.8440474555407,21.2653270179117,21.5838949828713,21.6814340100204,27.7272186465952,27.8153726431574,27.9860372255197,27.2387238309412,27.2759532557417,26.9716938712898,27.3711085999346,22.093675866586,27.8428761717574,27.2143698894768,0,3,4,0.00205423425697746,0.0027898070133337,2.68735003264156,2.55442583828307,-5.74920030517137,0.628506282280586,FALSE,FALSE
"MRT4","YKL009W","MRT4",3,3,3,12.3,27.058,236,NA,NA,21.8971127695559,NA,22.841955863951,22.1141655314191,22.2240558609449,NA,NA,NA,NA,23.8024153634745,21.5363964869284,21.8971127695559,21.4517974375986,22.841955863951,22.1141655314191,22.2240558609449,21.4977869891034,21.5801034171765,21.7626030622143,19.7542515086122,22.1719305143894,22.3933924187716,21.1486862442766,1,3,0,0.729664908802812,0.0714968620937062,0.136876539426046,1.14571301841281,-0.221461904382281,1.24470617449506,FALSE,FALSE
"FBA1","YKL060C","FBA1",10,10,10,41.5,39.62,359,25.7462984213094,27.6764024068237,25.8775507553216,25.9555779009427,24.7068298616719,25.5189335602606,24.8815236435976,25.1562648859158,25.6717405941236,26.3781060311553,24.7196277929737,25.7462984213094,27.6764024068237,25.8775507553216,25.9555779009427,24.7068298616719,25.5189335602606,24.8815236435976,25.1562648859158,25.6717405941236,26.3781060311553,24.7196277929737,26.3139573710994,25.0357623551767,25.4814348260421,4,3,4,0.0631365191194856,0.352335640096938,1.19971936556815,0.453043424049629,1.27819501592264,-0.445672470865365,FALSE,FALSE
"VMA5","YKL080W","VMA5",3,3,3,9.9,44.188,392,NA,23.2799426445153,23.3153419712826,23.4239345327196,22.882428865509,22.754523005776,22.7542579337936,NA,NA,NA,NA,23.7129898221094,23.2799426445153,23.3153419712826,23.4239345327196,22.882428865509,22.754523005776,22.7542579337936,21.677844418057,21.4827876960637,21.7539328936825,21.2043747559501,23.4330522426568,22.7970699350262,21.5297349409383,3,3,0,0.0039522864018826,0.000908565205647055,2.40315159185505,3.04164389891565,0.635982307630552,1.26733499408788,FALSE,TRUE
"TEF4","YKL081W","TEF4",7,7,6,19.9,46.52,412,25.760758518644,26.4730988962387,25.7222103000876,25.5016367696811,25.3256710811359,25.2211079746702,25.3466849638308,24.7237992431574,24.7242157255624,24.866037892407,24.3937517982465,25.760758518644,26.4730988962387,25.7222103000876,25.5016367696811,25.3256710811359,25.2211079746702,25.3466849638308,24.7237992431574,24.7242157255624,24.866037892407,24.3937517982465,25.8644261211628,25.297821339879,24.6769511648433,4,3,4,0.07229569453235,0.00504424423562847,1.14088756572786,2.29720389362596,0.566604781283878,0.620870175035673,FALSE,FALSE
"MRP8","YKL142W","MRP8",4,4,4,21.5,25.097,219,NA,NA,22.5729989932158,22.317689726139,22.602544831124,22.6201741748642,22.4672980706385,22.5658365558435,22.4638605898927,22.0829403455781,21.7870002103559,23.7571830523175,21.4487734286245,22.5729989932158,22.317689726139,22.602544831124,22.6201741748642,22.4672980706385,22.5658365558435,22.4638605898927,22.0829403455781,21.7870002103559,22.5241613000742,22.5633390255422,22.2249094254176,2,3,4,0.939829969249878,0.154186795308573,0.0269507103320838,0.81195281805016,-0.0391777254680008,0.338429600124666,FALSE,FALSE
"GPM1","YKL152C","GPM1",6,6,6,29.6,27.608,247,25.7456831448722,26.8356913460965,26.0603568631549,25.9456113635676,24.6305648705956,25.2696363668668,24.6748680972124,24.8056769683884,25.3651623557581,25.6680922704658,24.3936208881206,25.7456831448722,26.8356913460965,26.0603568631549,25.9456113635676,24.6305648705956,25.2696363668668,24.6748680972124,24.8056769683884,25.3651623557581,25.6680922704658,24.3936208881206,26.1468356794228,24.8583564448916,25.0581381206832,4,3,4,0.0095374963770667,0.594476216992159,2.02056561400904,0.225865515369388,1.28847923453118,-0.199781675791598,TRUE,FALSE
"EBP2","YKL172W","EBP2",4,4,4,11.7,49.734,427,NA,NA,NA,NA,21.5391001065022,NA,21.4985298116387,NA,NA,NA,NA,23.8586031418654,21.5840649876746,21.4548529325957,21.5870421367782,21.5391001065022,20.8229809564766,21.4985298116387,21.4132105032221,21.5752137153497,21.4033627577632,20.7470260250862,22.1211407997285,21.2868702915391,21.2847032503553,0,2,0,0.254545777239015,0.994493992123369,0.594234103250512,0.00239783616503589,0.834270508189363,0.00216704118384214,FALSE,FALSE
"FAS1","YKL182W","FAS1",3,3,3,1.8,228.69,2051,NA,24.1556088435421,NA,NA,20.7496828734846,20.3789890739147,NA,NA,NA,NA,NA,23.8135056945686,24.1556088435421,21.5983406974742,21.7164646891696,20.7496828734846,20.3789890739147,21.3871001100622,21.7565316746727,21.6806563194702,21.7651823876926,20.772165260698,22.8209799811886,20.8385906858205,21.4936339106334,1,2,0,0.0542898986927823,0.155395925273504,1.2652809687552,0.808560373272772,1.9823892953681,-0.655043224812871,FALSE,FALSE
"YKT6","YKL196C","YKT6",3,3,3,18,22.707,200,NA,21.7618238934919,21.8890374790315,22.0910040051116,22.2460040813128,22.0835247744185,22.1364292016339,NA,NA,NA,NA,23.7278997216907,21.7618238934919,21.8890374790315,22.0910040051116,22.2460040813128,22.0835247744185,22.1364292016339,21.3970943438347,21.6128190366468,21.4310438303165,21.0608132752596,22.3674412748314,22.1553193524551,21.3754426215144,3,3,0,0.676110173083317,0.0034686171911949,0.169982529408196,2.45984362778129,0.212121922376369,0.779876730940664,FALSE,FALSE
"VPS1","YKR001C","VPS1",3,3,3,5.4,78.736,704,NA,23.4785247474656,NA,22.6082873134426,22.0977698219869,NA,NA,NA,NA,NA,NA,23.8392538439507,23.4785247474656,21.8898817567371,22.6082873134426,22.0977698219869,20.6734729537337,21.165172097539,21.3691330180023,21.474011430138,21.6648425620592,19.7677961081258,22.953986915399,21.3121382910865,21.0689457795813,2,1,0,0.0433094543727797,0.704805269569665,1.36341728762512,0.151930857523829,1.64184862431247,0.243192511505175,FALSE,NA
