"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF020_02","log2.LFQ.intensity.YKAF020_03","log2.LFQ.intensity.YKAF020_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF020_02","imputed.log2.LFQ.intensity.YKAF020_03","imputed.log2.LFQ.intensity.YKAF020_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF020","value_count_YKAF000","value_count_YKAF020","pvalue_YKAF020_YKAF000","log10.pvalue_YKAF020_YKAF000","difference_YKAF020_YKAF000","enriched_YKAF020_YKAF000"
"VPS35","YJL154C","VPS35",8,8,8,10.1,109.14,944,27.0031381914653,26.260494768462,26.658808346809,26.5814713892173,26.3335744044983,26.9276182968439,26.5528585618631,27.0031381914653,26.260494768462,26.658808346809,26.5814713892173,26.3335744044983,26.9276182968439,26.5528585618631,26.6259781739884,26.6046837544018,4,3,0.930489770099809,0.0312883971851493,-0.0212944195866207,FALSE
"FBP26","YJL155C","FBP26",4,4,4,11.3,52.594,452,26.228851710787,26.6992233675615,26.4295161836796,26.3410104232118,25.9842452936278,26.0081276644558,26.0873178020021,26.228851710787,26.6992233675615,26.4295161836796,26.3410104232118,25.9842452936278,26.0081276644558,26.0873178020021,26.42465042131,26.0265635866952,4,3,0.0238382114984371,1.62272633137714,-0.398086834614769,FALSE
"HSP150","YJL159W","HSP150",5,5,3,29.5,41.059,413,25.5658714109867,25.4430998611174,25.3614857609016,25.2086978572246,25.015037259234,25.1297483760744,24.9832451885215,25.5658714109867,25.4430998611174,25.3614857609016,25.2086978572246,25.015037259234,25.1297483760744,24.9832451885215,25.3947887225575,25.0426769412766,4,3,0.0116196289699127,1.93480773932023,-0.352111781280943,FALSE
"HAL5","YJL165C","HAL5",8,8,8,9,95.454,855,27.7831302355804,27.8466711330344,27.6821080826787,27.9273922399583,27.3739315538389,27.5345271888418,27.9172397630832,27.7831302355804,27.8466711330344,27.6821080826787,27.9273922399583,27.3739315538389,27.5345271888418,27.9172397630832,27.8098254228129,27.608566168588,4,3,0.338065553098266,0.470999079046384,-0.201259254224993,FALSE
"QCR8","YJL166W","QCR8",4,4,4,52.1,10.974,94,26.5235770306315,25.9828971633011,26.3138035020753,26.9251297208074,25.858990998064,25.684477689082,25.7393098758078,26.5235770306315,25.9828971633011,26.3138035020753,26.9251297208074,25.858990998064,25.684477689082,25.7393098758078,26.4363518542038,25.7609261876513,4,3,0.0377064794291689,1.42358401481954,-0.675425666552535,FALSE
"ERG20","YJL167W","ERG20",19,19,19,65.1,40.483,352,33.033462192044,33.1387049397569,33.1486932367749,33.0812680638667,33.1016031463066,32.970144672093,32.8466823400721,33.033462192044,33.1387049397569,33.1486932367749,33.0812680638667,33.1016031463066,32.970144672093,32.8466823400721,33.1005321081106,32.9728100528239,4,3,0.217737656758738,0.662066455165345,-0.127722055286746,FALSE
"SET2","YJL168C","SET2",9,9,9,15.1,84.46,733,29.6814212405837,29.4287218370861,29.8799211986584,29.814395000468,29.5442896572924,29.9964460332054,29.9634764964516,29.6814212405837,29.4287218370861,29.8799211986584,29.814395000468,29.5442896572924,29.9964460332054,29.9634764964516,29.7011148191991,29.8347373956498,4,3,0.493454005012461,0.30675332181949,0.133622576450701,FALSE
"YJL171C","YJL171C","YJL171C",3,3,3,13.6,42.957,396,28.6922885167898,28.7742017663887,28.2689674718509,28.1018942637397,28.479504171254,28.4012103865637,28.7587207013629,28.6922885167898,28.7742017663887,28.2689674718509,28.1018942637397,28.479504171254,28.4012103865637,28.7587207013629,28.4593380046923,28.5464784197269,4,3,0.675072701433294,0.170649453641441,0.0871404150345754,FALSE
"CPS1","YJL172W","CPS1",17,17,17,45,64.596,576,30.404259408567,30.7117802278475,30.8250976366635,30.4722778319956,30.4999047514579,30.7294732255396,30.6310542674449,30.404259408567,30.7117802278475,30.8250976366635,30.4722778319956,30.4999047514579,30.7294732255396,30.6310542674449,30.6033537762684,30.6201440814808,4,3,0.893749913021138,0.0487839874559724,0.0167903052124139,FALSE
"RFA3","YJL173C","RFA3",3,3,3,51.6,13.816,122,27.2569190025137,27.1538321728525,27.4809297022485,27.4732073037603,27.6270056797295,27.3831918208653,27.333898507884,27.2569190025137,27.1538321728525,27.4809297022485,27.4732073037603,27.6270056797295,27.3831918208653,27.333898507884,27.3412220453438,27.4480320028263,4,3,0.424010010958944,0.372623889508912,0.106809957482522,FALSE
"KRE9","YJL174W","KRE9",2,2,2,6.9,29.988,276,NA,NA,NA,26.0103491674747,25.8795853061003,25.699249848505,NA,24.091666362463,23.8333490446877,24.0014409772171,26.0103491674747,25.8795853061003,25.699249848505,23.3843883018084,24.4842013879606,24.9877411521379,1,2,0.628227717557033,0.201882906338474,0.503539764177258,FALSE
"SWI3","YJL176C","SWI3",11,11,11,19,92.925,825,26.9096497675133,27.0934562517011,27.3720225131472,27.2986774936,27.2530457515525,27.2717747492359,27.3292859798455,26.9096497675133,27.0934562517011,27.3720225131472,27.2986774936,27.2530457515525,27.2717747492359,27.3292859798455,27.1684515064904,27.2847021602113,4,3,0.350394020430424,0.455443313794565,0.116250653720904,FALSE
"RPL17B","YJL177W","RPL17B",9,9,1,78.3,20.551,184,34.5635981641281,34.5561927006865,34.758464580328,34.4428270648264,34.7113392139086,34.9548464496951,34.7447485123388,34.5635981641281,34.5561927006865,34.758464580328,34.4428270648264,34.7113392139086,34.9548464496951,34.7447485123388,34.5802706274923,34.8036447253141,4,3,0.0837511568950537,1.07700918513091,0.223374097821875,FALSE
"ATG27","YJL178C","ATG27",10,10,10,49.1,30.201,271,28.724716646663,28.9945590999606,28.6118577586413,28.5756411471263,29.0319418147863,28.6511969638559,28.4712314599807,28.724716646663,28.9945590999606,28.6118577586413,28.5756411471263,29.0319418147863,28.6511969638559,28.4712314599807,28.7266936630978,28.7181234128743,4,3,0.966711861838028,0.0147029524537702,-0.00857025022352076,FALSE
"PFD1","YJL179W","PFD1",5,5,5,68.8,12.782,109,28.0831432990906,28.2368095352787,28.0430694325847,28.4501037083064,28.9187472964105,28.5453580337968,28.0692257810924,28.0831432990906,28.2368095352787,28.0430694325847,28.4501037083064,28.9187472964105,28.5453580337968,28.0692257810924,28.2032814938151,28.5111103704332,4,3,0.338236652348859,0.470779332721806,0.307828876618132,FALSE
"ATP12","YJL180C","ATP12",6,6,6,19.7,36.554,325,25.8542421621736,25.9545355312473,25.9272113689433,25.9582137297807,25.9004657145941,25.8666039326461,NA,25.8542421621736,25.9545355312473,25.9272113689433,25.9582137297807,25.9004657145941,25.8666039326461,23.1527959932268,25.9235506980362,24.9732885468223,4,2,0.406123133527404,0.391342271585679,-0.950262151213913,FALSE
"MNN11","YJL183W","MNN11",12,12,12,40.5,47.858,422,29.0270447139895,28.9840279384423,29.091011069372,28.8148533529688,29.052428499081,29.1318541745485,29.1056703325807,29.0270447139895,28.9840279384423,29.091011069372,28.8148533529688,29.052428499081,29.1318541745485,29.1056703325807,28.9792342686932,29.0966510020701,4,3,0.140482042915911,0.852379185801183,0.117416733376924,FALSE
"MNN5","YJL186W","MNN5",18,18,18,46.4,67.204,586,29.8241569200792,29.5850406647185,29.4065318170555,29.3800359532111,29.5347126991406,29.6033749755287,29.3589023674833,29.8241569200792,29.5850406647185,29.4065318170555,29.3800359532111,29.5347126991406,29.6033749755287,29.3589023674833,29.5489413387661,29.4989966807175,4,3,0.707675627236724,0.150165761493616,-0.0499446580485312,FALSE
"SOP4","YJL192C","SOP4",5,5,5,22.6,26.597,234,27.864550979274,27.9692802364379,27.9599167035135,27.3550627038976,27.8200683048383,28.0676881636658,28.0797909097112,27.864550979274,27.9692802364379,27.9599167035135,27.3550627038976,27.8200683048383,28.0676881636658,28.0797909097112,27.7872026557807,27.9891824594051,4,3,0.289561731443708,0.53825883515797,0.20197980362434,FALSE
"ELO1","YJL196C","ELO1",2,2,2,4.8,36.233,310,25.8911764585776,25.6115271419789,25.8152626914223,25.628869788829,NA,NA,NA,25.8911764585776,25.6115271419789,25.8152626914223,25.628869788829,23.9286575820534,24.361058479778,23.3145428842322,25.7367090202019,23.8680863153545,4,0,0.020964063338198,1.67852453684445,-1.86862270484739,TRUE
"UBP12","YJL197W","UBP12",10,10,10,11.9,143.19,1254,28.180255196198,27.9660924446586,27.7175113887164,27.7428469193808,27.6206580205726,27.9301025876034,27.8403214435643,28.180255196198,27.9660924446586,27.7175113887164,27.7428469193808,27.6206580205726,27.9301025876034,27.8403214435643,27.9016764872385,27.7970273505801,4,3,0.494556806740145,0.305783816429128,-0.104649136658381,FALSE
"PHO90","YJL198W","PHO90",6,6,6,7.7,97.687,881,26.559933906876,26.4620607437368,26.4346787439222,26.4773670906166,26.6534880148757,26.9411172962964,26.5682801839308,26.559933906876,26.4620607437368,26.4346787439222,26.4773670906166,26.6534880148757,26.9411172962964,26.5682801839308,26.4835101212879,26.720961831701,4,3,0.163865765276395,0.785511769459057,0.237451710413065,FALSE
"ACO2","YJL200C","ACO2",27,25,25,52.3,86.582,789,30.6403076106838,30.5829790952372,30.5037003207108,30.4899892825928,30.5224362719083,30.5810942163889,30.6700831017534,30.6403076106838,30.5829790952372,30.5037003207108,30.4899892825928,30.5224362719083,30.5810942163889,30.6700831017534,30.5542440773061,30.5912045300169,4,3,0.539759704941459,0.267799540258889,0.0369604527107192,FALSE
"ECM25","YJL201W","ECM25",8,8,8,17.9,68.463,599,26.7047737263097,26.8509086517662,26.871970267294,26.7210370062654,26.921615788898,27.1198112255886,26.8507894552493,26.7047737263097,26.8509086517662,26.871970267294,26.7210370062654,26.921615788898,27.1198112255886,26.8507894552493,26.7871724129088,26.9640721565786,4,3,0.144057904029768,0.841462908280196,0.1768997436698,FALSE
"PRP21","YJL203W","PRP21",5,5,5,16.8,33.052,280,25.7026618210237,25.8599862707127,25.6952988188404,25.8568322156484,25.715129990762,25.6641633968692,25.5526240726239,25.7026618210237,25.8599862707127,25.6952988188404,25.8568322156484,25.715129990762,25.6641633968692,25.5526240726239,25.7786947815563,25.6439724867517,4,3,0.102087449315881,0.991027647020815,-0.134722294804597,FALSE
"RCY1","YJL204C","RCY1",9,9,9,9.9,97.47,840,26.3982772505518,26.5709599297031,26.554279337528,26.9313431306112,26.1471306896178,26.4911674487989,26.2816237465287,26.3982772505518,26.5709599297031,26.554279337528,26.9313431306112,26.1471306896178,26.4911674487989,26.2816237465287,26.6137149120985,26.3066406283151,4,3,0.0977204459858884,1.01001455961951,-0.307074283783383,FALSE
"LAA1","YJL207C","LAA1",6,6,6,3.1,229.9,2014,25.7183217373714,25.8193375179721,25.3482056712983,25.5361736863091,25.9044449944313,25.6990115025136,26.1289622090662,25.7183217373714,25.8193375179721,25.3482056712983,25.5361736863091,25.9044449944313,25.6990115025136,26.1289622090662,25.6055096532377,25.9108062353371,4,3,0.126497088290039,0.897919470963441,0.305296582099324,FALSE
"NUC1","YJL208C","NUC1",5,5,5,29.5,37.209,329,26.8120092172121,27.4527763855482,27.1682525138832,27.2534966642115,27.0212573833065,27.1047959643528,27.1304555602811,26.8120092172121,27.4527763855482,27.1682525138832,27.2534966642115,27.0212573833065,27.1047959643528,27.1304555602811,27.1716336952137,27.0855029693135,4,3,0.572092909558356,0.242533434787666,-0.0861307259002508,FALSE
"REE1","YJL217W","REE1",10,10,10,65.7,21.966,198,30.2277965222153,30.1927232419397,30.0659948895451,30.1927232419397,30.152188736772,29.8526805381695,30.0417908523547,30.2277965222153,30.1927232419397,30.0659948895451,30.1927232419397,30.152188736772,29.8526805381695,30.0417908523547,30.16980947391,30.0155533757654,4,3,0.211917561930925,0.673833051153053,-0.154256098144572,FALSE
"MPP10","YJR002W","MPP10",12,12,12,23.8,66.952,593,28.27586447724,28.063322660309,27.9941544358354,28.051235996239,28.2240742663062,28.0652245620154,28.1625016623636,28.27586447724,28.063322660309,27.9941544358354,28.051235996239,28.2240742663062,28.0652245620154,28.1625016623636,28.0961443924059,28.1506001635617,4,3,0.512093883127437,0.290650411706839,0.054455771155876,FALSE
"YJR003C","YJR003C","YJR003C",5,5,5,9.8,59.765,519,25.1252614747722,24.8973066870063,25.2105569047486,25.0482244309068,25.1508532753124,25.27930508317,25.323748586032,25.1252614747722,24.8973066870063,25.2105569047486,25.0482244309068,25.1508532753124,25.27930508317,25.323748586032,25.0703373743585,25.2513023148381,4,3,0.0848125495704498,1.07153988116372,0.180964940479662,FALSE
"APL1","YJR005W","APL1",2,2,2,2.9,80.452,700,NA,NA,24.0840765176891,24.7505724697575,25.3749431510031,25.8268711906575,25.8978605932838,23.8035330133989,24.0259163681596,24.0840765176891,24.7505724697575,25.3749431510031,25.8268711906575,25.8978605932838,24.1660245922513,25.6998916449815,2,3,0.00204817458214771,2.68863302775874,1.53386705273018,TRUE
"POL31","YJR006W","POL31",5,5,5,9,55.295,487,25.412932099999,25.5463961796564,25.5078185890565,25.522290339334,25.0511737516357,25.3526235162484,25.1503497371082,25.412932099999,25.5463961796564,25.5078185890565,25.522290339334,25.0511737516357,25.3526235162484,25.1503497371082,25.4973593020115,25.1847156683308,4,3,0.0596893208403094,1.22410336258904,-0.31264363368069,FALSE
"SUI2","YJR007W","SUI2",18,18,18,70.1,34.717,304,32.2992563255942,31.9566389027325,32.1429702067426,32.1232138753504,32.4230960206486,32.401286690701,31.9216725331817,32.2992563255942,31.9566389027325,32.1429702067426,32.1232138753504,32.4230960206486,32.401286690701,31.9216725331817,32.1305198276049,32.2486850815104,4,3,0.558358755388715,0.253086669483467,0.118165253905495,FALSE
"TDH2","YJR009C","TDH2",28,28,4,90.4,35.846,332,36.7892580421982,36.7678408755689,36.846537575801,36.9319867705122,37.2489988492113,36.9579407145819,37.0052499156509,36.7892580421982,36.7678408755689,36.846537575801,36.9319867705122,37.2489988492113,36.9579407145819,37.0052499156509,36.83390581602,37.0707298264814,4,3,0.103756943256642,0.983982831318037,0.236824010461305,FALSE
"SPC1","YJR010C-A","SPC1",3,3,3,30.9,10.819,94,27.0786717132483,27.1417041293987,27.4386496124449,27.2882406135363,27.3548946163941,27.3250019315589,27.2163232797419,27.0786717132483,27.1417041293987,27.4386496124449,27.2882406135363,27.3548946163941,27.3250019315589,27.2163232797419,27.236816517157,27.2987399425649,4,3,0.529179711443537,0.276396814856843,0.0619234254079224,FALSE
"MET3","YJR010W","MET3",5,5,5,14.1,57.724,511,27.2498854106592,27.1805397607883,27.1508339117078,26.641272762465,26.2056251818313,26.6749219602691,26.845774287832,27.2498854106592,27.1805397607883,27.1508339117078,26.641272762465,26.2056251818313,26.6749219602691,26.845774287832,27.0556329614051,26.5754404766441,4,3,0.11349491070889,0.945023612484962,-0.480192484760952,FALSE
"TMA22","YJR014W","TMA22",7,7,7,31.8,22.495,198,29.0704802874669,28.7538207134957,28.5586281650845,28.8890189056713,28.6179990610676,28.6530437669766,28.7854706777421,29.0704802874669,28.7538207134957,28.5586281650845,28.8890189056713,28.6179990610676,28.6530437669766,28.7854706777421,28.8179870179296,28.6855045019288,4,3,0.327374001034104,0.484955813793251,-0.132482516000831,FALSE
"ILV3","YJR016C","ILV3",28,28,28,68.7,62.86,585,33.1788879108406,33.2859557115981,33.260103258981,33.1853126633701,33.2465765729245,33.3121649145521,33.352318327621,33.1788879108406,33.2859557115981,33.260103258981,33.1853126633701,33.2465765729245,33.3121649145521,33.352318327621,33.2275648861974,33.3036866050325,4,3,0.128317824536945,0.891713011899757,0.0761217188350969,FALSE
"ESS1","YJR017C","ESS1",9,9,9,72.4,19.404,170,29.2047347458579,29.3398558460364,29.1965975117823,29.3745949762985,29.0312319758437,29.2201347716312,28.9517429290528,29.2047347458579,29.3398558460364,29.1965975117823,29.3745949762985,29.0312319758437,29.2201347716312,28.9517429290528,29.2789457699938,29.0677032255093,4,3,0.0968931648484416,1.01370685838066,-0.211242544484527,FALSE
"LSM8","YJR022W","LSM8",2,2,2,22.9,12.385,109,NA,25.8554546009179,25.6003401185627,25.8829698609985,NA,NA,NA,24.2652236967508,25.8554546009179,25.6003401185627,25.8829698609985,23.8590159650656,23.7623875367751,24.0139937969213,25.4009970693075,23.878465766254,3,0,0.026447677691474,1.57761245633415,-1.52253130305343,TRUE
"MDE1","YJR024C","MDE1",4,4,4,29.5,27.427,244,26.864550979274,27.266601555911,27.2484383743885,26.7306558753982,26.7602763047793,26.4682276472256,26.557730237987,26.864550979274,27.266601555911,27.2484383743885,26.7306558753982,26.7602763047793,26.4682276472256,26.557730237987,27.0275616962429,26.595411396664,4,3,0.0457167119729438,1.33992501238342,-0.432150299578975,FALSE
"BNA1","YJR025C","BNA1",7,7,7,54.2,20.235,177,28.4594755829869,28.1743615929214,28.1790214339591,28.0152606286269,27.8652592242764,27.7534700767117,27.9487110333719,28.4594755829869,28.1743615929214,28.1790214339591,28.0152606286269,27.8652592242764,27.7534700767117,27.9487110333719,28.2070298096236,27.8558134447867,4,3,0.0251325981275948,1.59976261311244,-0.351216364836908,FALSE
"GEA1","YJR031C","GEA1",14,14,14,11.3,159.44,1408,26.3161882939034,26.268333965349,26.6288141786435,27.0590986778096,27.1363353199788,26.7989708750517,26.8239595952376,26.3161882939034,26.268333965349,26.6288141786435,27.0590986778096,27.1363353199788,26.7989708750517,26.8239595952376,26.5681087789264,26.9197552634227,4,3,0.162724290067845,0.788547614518234,0.351646484496335,FALSE
"CPR7","YJR032W","CPR7",14,14,14,37.9,45.133,393,28.4328086534216,28.2584474241626,28.3451541899555,28.6966391387573,28.5473085420379,28.7026287979613,28.6174386551209,28.4328086534216,28.2584474241626,28.3451541899555,28.6966391387573,28.5473085420379,28.7026287979613,28.6174386551209,28.4332623515742,28.62245866504,4,3,0.142305863212365,0.846777205971099,0.189196313465775,FALSE
"RAD26","YJR035W","RAD26",3,3,3,2.4,124.53,1085,25.260763939703,24.5909223284942,24.6589989687651,24.7031900872474,NA,NA,NA,25.260763939703,24.5909223284942,24.6589989687651,24.7031900872474,23.7771126209723,23.9578226834489,22.8969683159243,24.8034688310524,23.5439678734485,4,0,0.0425335607482503,1.37126825827857,-1.25950095760392,FALSE
"GEF1","YJR040W","GEF1",7,7,7,9.8,87.591,779,26.6658717393315,26.5701348087241,26.188088648194,26.1677167366323,26.152208082201,26.0484115387523,NA,26.6658717393315,26.5701348087241,26.188088648194,26.1677167366323,26.152208082201,26.0484115387523,23.3740402603733,26.3979529832205,25.1915532937756,4,2,0.315096798323351,0.501556009639601,-1.2063996894449,FALSE
"URB2","YJR041C","URB2",14,14,14,12.3,135.12,1174,27.3906722654596,27.7016708001887,27.6165976378277,27.4720453704583,27.4821614590285,27.8494179870049,27.4970134255836,27.3906722654596,27.7016708001887,27.6165976378277,27.4720453704583,27.4821614590285,27.8494179870049,27.4970134255836,27.5452465184836,27.6095309572057,4,3,0.67214613693024,0.172536293073381,0.0642844387220904,FALSE
"NUP85","YJR042W","NUP85",11,11,11,21.4,84.897,744,27.955710915222,28.2852006234719,28.3389213204642,28.1998064429535,28.5422612502645,28.7133544706999,28.4647425366719,27.955710915222,28.2852006234719,28.3389213204642,28.1998064429535,28.5422612502645,28.7133544706999,28.4647425366719,28.1949098255279,28.5734527525454,4,3,0.0198643788249346,1.70192501113322,0.378542927017566,FALSE
"POL32","YJR043C","POL32",3,3,3,7.4,40.309,350,24.2549386383854,24.0964352809435,24.0839142621594,24.0407619469632,24.2689228678211,24.1206023937142,23.711143483604,24.2549386383854,24.0964352809435,24.0839142621594,24.0407619469632,24.2689228678211,24.1206023937142,23.711143483604,24.1190125321129,24.0335562483798,4,3,0.664658406088628,0.177401498255189,-0.0854562837331052,FALSE
"SSC1","YJR045C;YEL030W","SSC1",28,28,28,69.1,70.627,654,34.4973251875258,34.46568903612,34.5424203988974,34.6000103973772,34.6398441946141,34.574804717852,34.6542693883341,34.4973251875258,34.46568903612,34.5424203988974,34.6000103973772,34.6398441946141,34.574804717852,34.6542693883341,34.5263612549801,34.6229727669334,4,3,0.0519899165206122,1.28408087990565,0.09661151195332,FALSE
"TAH11","YJR046W","TAH11",6,6,6,13.6,68.404,604,NA,NA,25.9202759755244,25.8975836667283,25.9410277199003,25.9955675684726,25.9133299099115,24.3546737538299,24.0820565908685,25.9202759755244,25.8975836667283,25.9410277199003,25.9955675684726,25.9133299099115,25.0636474967378,25.9499750660948,2,3,0.168863453367429,0.772464333367415,0.886327569357064,FALSE
"ANB1","YJR047C","ANB1",5,2,2,44.6,17.131,157,NA,25.6036544136965,25.7122986058006,25.4775369384295,26.2031436468609,26.2097020404054,26.1064543150772,24.0392032497006,25.6036544136965,25.7122986058006,25.4775369384295,26.2031436468609,26.2097020404054,26.1064543150772,25.2081733019068,26.1731000007812,3,3,0.0905505741916354,1.04310879142979,0.964926698874386,FALSE
"CYC1","YJR048W","CYC1",3,3,3,40.4,12.182,109,26.7453497605412,26.7950115036722,27.2516921673648,26.635056918981,26.5209425719384,26.6347800367153,26.8201900666682,26.7453497605412,26.7950115036722,27.2516921673648,26.635056918981,26.5209425719384,26.6347800367153,26.8201900666682,26.8567775876398,26.6586375584407,4,3,0.276723890166514,0.5579533456671,-0.198140029199148,FALSE
"UTR1","YJR049C","UTR1",6,6,6,13.6,59.469,530,26.6642447923975,26.7409830135601,25.726244357311,26.1541026769659,27.2732875213526,26.7625590505734,27.2357145105271,26.6642447923975,26.7409830135601,25.726244357311,26.1541026769659,27.2732875213526,26.7625590505734,27.2357145105271,26.3213937100586,27.0905203608177,4,3,0.0457223072215707,1.33987186252184,0.769126650759105,FALSE
"OSM1","YJR051W","OSM1",11,11,11,33.1,55.064,501,28.2939507855612,28.3185519116908,28.3601799877913,28.0151010825896,28.6379609789943,28.133790365722,28.5113747513257,28.2939507855612,28.3185519116908,28.3601799877913,28.0151010825896,28.6379609789943,28.133790365722,28.5113747513257,28.2469459419082,28.4277086986807,4,3,0.365380069555547,0.43725514586721,0.180762756772459,FALSE
"RAD7","YJR052W","RAD7",3,3,3,7.6,63.777,565,NA,NA,25.3883418699329,24.977273633835,NA,24.8598441309361,NA,23.6678445734167,23.8247535625804,25.3883418699329,24.977273633835,23.904430990458,24.8598441309361,23.2107407451744,24.4645534099412,23.9916719555228,2,1,0.495996121015641,0.304521719937403,-0.472881454418417,FALSE
"CDC8","YJR057W","CDC8",4,4,4,23.6,24.687,216,26.2057743110851,26.0383146975086,26.2358057943413,26.4031625028327,26.3905082762533,26.0663234374792,26.1435930984533,26.2057743110851,26.0383146975086,26.2358057943413,26.4031625028327,26.3905082762533,26.0663234374792,26.1435930984533,26.2207643264419,26.2001416040619,4,3,0.874864525547788,0.058059193105936,-0.0206227223800113,FALSE
"PTK2","YJR059W","PTK2",9,9,9,17.8,91.399,818,26.8133555286947,26.5319126682461,26.9164996420934,26.7793149862456,26.3930316455099,26.2341800782186,26.2848212768113,26.8133555286947,26.5319126682461,26.9164996420934,26.7793149862456,26.3930316455099,26.2341800782186,26.2848212768113,26.7602707063199,26.3040110001799,4,3,0.00593568579703301,2.22652909631163,-0.456259706139996,FALSE
"CBF1","YJR060W","CBF1",9,9,9,28.8,39.387,351,27.9043760830109,27.3978693985035,27.0387333250171,27.2787026830803,27.0130786374451,26.6131583865454,26.9190031362458,27.9043760830109,27.3978693985035,27.0387333250171,27.2787026830803,27.0130786374451,26.6131583865454,26.9190031362458,27.4049203724029,26.8484133867454,4,3,0.0534781759105087,1.27182341452731,-0.556506985657506,FALSE
"NTA1","YJR062C","NTA1",8,8,8,21.9,51.896,457,26.6267272477995,26.863251626384,26.6569007406969,26.7250743409939,26.8751383191631,26.6062551892522,26.9768367844627,26.6267272477995,26.863251626384,26.6569007406969,26.7250743409939,26.8751383191631,26.6062551892522,26.9768367844627,26.7179884889686,26.819410097626,4,3,0.469908726378301,0.327986489893511,0.101421608657446,FALSE
"RPA12","YJR063W","RPA12",2,2,2,19.2,13.66,125,28.5420028846665,28.3275310584241,28.4734395781657,NA,NA,NA,NA,28.5420028846665,28.3275310584241,28.4734395781657,23.6113975074393,23.5221438223207,23.3204422518002,23.7759107249502,27.2385927571739,23.5394989330237,3,0,0.0542259125299516,1.26579313081422,-3.69909382415019,FALSE
"CCT5","YJR064W","CCT5",27,27,27,64.8,61.913,562,31.7237081216021,31.7844491516219,31.7293921866382,31.6953203932525,31.7685656782438,31.6470158322001,31.813867715005,31.7237081216021,31.7844491516219,31.7293921866382,31.6953203932525,31.7685656782438,31.6470158322001,31.813867715005,31.7332174632787,31.7431497418163,4,3,0.865623161690291,0.0626711315585454,0.00993227853759038,FALSE
"ARP3","YJR065C","ARP3",12,12,12,47,49.541,449,31.2411586062386,31.3914099862999,31.3051406596106,31.1704509431648,30.9020340101042,31.0670854832647,31.3742011060078,31.2411586062386,31.3914099862999,31.3051406596106,31.1704509431648,30.9020340101042,31.0670854832647,31.3742011060078,31.2770400488285,31.1144401997922,4,3,0.362381844845159,0.440833568393325,-0.162599849036255,FALSE
"TOR1","YJR066W","TOR1",9,9,9,4.3,281.14,2470,NA,NA,28.0960732949822,27.9154742319521,27.9273922399583,27.9347210179911,27.8164106631236,23.658838380718,23.8406957350782,28.0960732949822,27.9154742319521,27.9273922399583,27.9347210179911,27.8164106631236,25.8777704106826,27.8928413070244,2,3,0.199802518621992,0.699399041551784,2.01507089634175,FALSE
"YAE1","YJR067C","YAE1",2,2,2,17.7,16.076,141,24.8371120207961,24.4964344644121,24.6974215221453,24.5061545284057,24.635887247085,NA,24.5432721222502,24.8371120207961,24.4964344644121,24.6974215221453,24.5061545284057,24.635887247085,23.8753766312072,24.5432721222502,24.6342806339398,24.3515120001808,4,2,0.36074729047367,0.442796922152009,-0.282768633758995,FALSE
"RFC2","YJR068W","RFC2",11,11,11,43.1,39.741,353,27.4737492192123,27.8901212847552,27.7821929945672,27.8787671535862,27.9150182600643,27.8996593213694,27.3194997210509,27.4737492192123,27.8901212847552,27.7821929945672,27.8787671535862,27.9150182600643,27.8996593213694,27.3194997210509,27.7562076630302,27.7113924341615,4,3,0.850870359339619,0.0701366050298507,-0.0448152288686821,FALSE
"HAM1","YJR069C","HAM1",9,9,9,82.2,22.093,197,29.0007766365556,28.8064269984262,29.0061649847446,29.0518064466661,29.4464206737992,29.1175837362768,28.8087299803463,29.0007766365556,28.8064269984262,29.0061649847446,29.0518064466661,29.4464206737992,29.1175837362768,28.8087299803463,28.9662937665981,29.1242447968074,4,3,0.485718380519815,0.313615461675635,0.157951030209301,FALSE
"LIA1","YJR070C","LIA1",13,13,13,71.4,36.164,325,31.1219488540074,30.9938171290043,31.1014309524353,31.3961143196581,31.526266396648,31.2889006341536,31.100867265117,31.1219488540074,30.9938171290043,31.1014309524353,31.3961143196581,31.526266396648,31.2889006341536,31.100867265117,31.1533278137763,31.3053447653062,4,3,0.370674348934791,0.431007466577721,0.152016951529951,FALSE
"NPA3","YJR072C","NPA3",10,10,10,33,43.194,385,28.7047407515537,28.5228290939457,28.5819382285232,28.5068809000116,28.8937126739275,28.6918227878941,28.8529632430428,28.7047407515537,28.5228290939457,28.5819382285232,28.5068809000116,28.8937126739275,28.6918227878941,28.8529632430428,28.5790972435085,28.8128329016215,4,3,0.0381629343700841,1.41835823953031,0.233735658112927,FALSE
